date,day_of_week,hour,item_name,revenue,transaction_count
2024-01-02,Tuesday,16,Muffin,44.39,4
2024-01-02,Tuesday,16,Breakfast Sandwich,33.29,3
2024-01-02,Tuesday,17,Muffin,66.36,6
2024-01-02,Tuesday,17,Breakfast Sandwich,45.5,4
2024-01-02,Tuesday,17,Drip Coffee,34.13,3
2024-01-02,Tuesday,18,Breakfast Sandwich,105.63,9
2024-01-02,Tuesday,18,Drip Coffee,72.43,6
2024-01-02,Tuesday,18,Croissant,54.33,5
2024-01-02,Tuesday,19,Drip Coffee,108.36,9
2024-01-02,Tuesday,19,Croissant,74.3,6
2024-01-02,Tuesday,19,Latte,55.73,5
2024-01-02,Tuesday,20,Croissant,110.74,9
2024-01-02,Tuesday,20,Latte,75.94,6
2024-01-02,Tuesday,20,Muffin,56.95,5
2024-01-02,Tuesday,21,Latte,112.51,9
2024-01-02,Tuesday,21,Muffin,77.15,6
2024-01-02,Tuesday,21,Breakfast Sandwich,57.86,5
2024-01-02,Tuesday,22,Muffin,73.21,6
2024-01-02,Tuesday,22,Breakfast Sandwich,50.2,4
2024-01-02,Tuesday,22,Drip Coffee,37.65,3
2024-01-03,Wednesday,8,Drip Coffee,48.29,4
2024-01-03,Wednesday,8,Croissant,33.11,3
2024-01-03,Wednesday,8,Latte,24.83,2
2024-01-03,Wednesday,9,Croissant,47.07,4
2024-01-03,Wednesday,9,Latte,32.28,3
2024-01-03,Wednesday,9,Muffin,24.21,2
2024-01-03,Wednesday,10,Latte,46.07,4
2024-01-03,Wednesday,10,Muffin,31.59,3
2024-01-03,Wednesday,10,Breakfast Sandwich,23.69,2
2024-01-03,Wednesday,11,Muffin,83.44,7
2024-01-03,Wednesday,11,Breakfast Sandwich,57.22,5
2024-01-03,Wednesday,11,Drip Coffee,42.91,4
2024-01-03,Wednesday,12,Breakfast Sandwich,82.94,7
2024-01-03,Wednesday,12,Drip Coffee,56.87,5
2024-01-03,Wednesday,12,Croissant,42.65,4
2024-01-03,Wednesday,13,Drip Coffee,83.23,7
2024-01-03,Wednesday,13,Croissant,57.07,5
2024-01-03,Wednesday,13,Latte,42.8,4
2024-01-03,Wednesday,14,Croissant,84.28,7
2024-01-03,Wednesday,14,Latte,57.79,5
2024-01-03,Wednesday,14,Muffin,43.34,4
2024-01-03,Wednesday,15,Latte,68.78,6
2024-01-03,Wednesday,15,Muffin,47.16,4
2024-01-03,Wednesday,15,Breakfast Sandwich,35.37,3
2024-01-03,Wednesday,16,Muffin,70.5,6
2024-01-03,Wednesday,16,Breakfast Sandwich,48.35,4
2024-01-03,Wednesday,16,Drip Coffee,36.26,3
2024-01-03,Wednesday,17,Breakfast Sandwich,72.4,6
2024-01-03,Wednesday,17,Drip Coffee,49.65,4
2024-01-03,Wednesday,17,Croissant,37.24,3
2024-01-03,Wednesday,18,Drip Coffee,115.13,10
2024-01-03,Wednesday,18,Croissant,78.94,7
2024-01-03,Wednesday,18,Latte,59.21,5
2024-01-03,Wednesday,19,Croissant,117.66,10
2024-01-03,Wednesday,19,Latte,80.68,7
2024-01-03,Wednesday,19,Muffin,60.51,5
2024-01-03,Wednesday,20,Latte,119.54,10
2024-01-03,Wednesday,20,Muffin,81.97,7
2024-01-03,Wednesday,20,Breakfast Sandwich,61.48,5
2024-01-03,Wednesday,21,Muffin,120.56,10
2024-01-03,Wednesday,21,Breakfast Sandwich,82.67,7
2024-01-03,Wednesday,21,Drip Coffee,62,5
2024-01-03,Wednesday,22,Breakfast Sandwich,77.82,6
2024-01-03,Wednesday,22,Drip Coffee,53.36,4
2024-01-03,Wednesday,22,Croissant,40.02,3
2024-01-04,Thursday,8,Croissant,55.96,5
2024-01-04,Thursday,8,Latte,38.37,3
2024-01-04,Thursday,8,Muffin,28.78,2
2024-01-04,Thursday,9,Latte,54.77,5
2024-01-04,Thursday,9,Muffin,37.56,3
2024-01-04,Thursday,9,Breakfast Sandwich,28.17,2
2024-01-04,Thursday,10,Muffin,53.96,4
2024-01-04,Thursday,10,Breakfast Sandwich,37,3
2024-01-04,Thursday,10,Drip Coffee,27.75,2
2024-01-04,Thursday,11,Breakfast Sandwich,98.6,8
2024-01-04,Thursday,11,Drip Coffee,67.61,6
2024-01-04,Thursday,11,Croissant,50.71,4
2024-01-04,Thursday,12,Drip Coffee,98.94,8
2024-01-04,Thursday,12,Croissant,67.85,6
2024-01-04,Thursday,12,Latte,50.88,4
2024-01-04,Thursday,13,Croissant,100.19,8
2024-01-04,Thursday,13,Latte,68.7,6
2024-01-04,Thursday,13,Muffin,51.52,4
2024-01-04,Thursday,14,Latte,102.2,9
2024-01-04,Thursday,14,Muffin,70.08,6
2024-01-04,Thursday,14,Breakfast Sandwich,52.56,4
2024-01-04,Thursday,15,Muffin,83.81,7
2024-01-04,Thursday,15,Breakfast Sandwich,57.47,5
2024-01-04,Thursday,15,Drip Coffee,43.1,4
2024-01-04,Thursday,16,Breakfast Sandwich,86.07,7
2024-01-04,Thursday,16,Drip Coffee,59.02,5
2024-01-04,Thursday,16,Croissant,44.27,4
2024-01-04,Thursday,17,Drip Coffee,88.29,7
2024-01-04,Thursday,17,Croissant,60.54,5
2024-01-04,Thursday,17,Latte,45.41,4
2024-01-04,Thursday,18,Croissant,139.86,12
2024-01-04,Thursday,18,Latte,95.91,8
2024-01-04,Thursday,18,Muffin,71.93,6
2024-01-04,Thursday,19,Latte,142.1,12
2024-01-04,Thursday,19,Muffin,97.44,8
2024-01-04,Thursday,19,Breakfast Sandwich,73.08,6
2024-01-04,Thursday,20,Muffin,143.32,12
2024-01-04,Thursday,20,Breakfast Sandwich,98.28,8
2024-01-04,Thursday,20,Drip Coffee,73.71,6
2024-01-04,Thursday,21,Breakfast Sandwich,143.4,12
2024-01-04,Thursday,21,Drip Coffee,98.33,8
2024-01-04,Thursday,21,Croissant,73.75,6
2024-01-04,Thursday,22,Drip Coffee,91.82,8
2024-01-04,Thursday,22,Croissant,62.96,5
2024-01-04,Thursday,22,Latte,47.22,4
2024-01-05,Friday,8,Latte,80.99,7
2024-01-05,Friday,8,Muffin,55.54,5
2024-01-05,Friday,8,Breakfast Sandwich,41.65,3
2024-01-05,Friday,9,Muffin,79.8,7
2024-01-05,Friday,9,Breakfast Sandwich,54.72,5
2024-01-05,Friday,9,Drip Coffee,41.04,3
2024-01-05,Friday,10,Breakfast Sandwich,79.32,7
2024-01-05,Friday,10,Drip Coffee,54.39,5
2024-01-05,Friday,10,Croissant,40.79,3
2024-01-05,Friday,11,Drip Coffee,146.32,12
2024-01-05,Friday,11,Croissant,100.33,8
2024-01-05,Friday,11,Latte,75.25,6
2024-01-05,Friday,12,Croissant,148.17,12
2024-01-05,Friday,12,Latte,101.6,8
2024-01-05,Friday,12,Muffin,76.2,6
2024-01-05,Friday,13,Latte,151.15,13
2024-01-05,Friday,13,Muffin,103.64,9
2024-01-05,Friday,13,Breakfast Sandwich,77.73,6
2024-01-05,Friday,14,Muffin,154.93,13
2024-01-05,Friday,14,Breakfast Sandwich,106.24,9
2024-01-05,Friday,14,Drip Coffee,79.68,7
2024-01-05,Friday,15,Breakfast Sandwich,127.29,11
2024-01-05,Friday,15,Drip Coffee,87.28,7
2024-01-05,Friday,15,Croissant,65.46,5
2024-01-05,Friday,16,Drip Coffee,130.57,11
2024-01-05,Friday,16,Croissant,89.54,7
2024-01-05,Friday,16,Latte,67.15,6
2024-01-05,Friday,17,Croissant,133.44,11
2024-01-05,Friday,17,Latte,91.5,8
2024-01-05,Friday,17,Muffin,68.63,6
2024-01-05,Friday,18,Latte,210.15,18
2024-01-05,Friday,18,Muffin,144.1,12
2024-01-05,Friday,18,Breakfast Sandwich,108.08,9
2024-01-05,Friday,19,Muffin,211.96,18
2024-01-05,Friday,19,Breakfast Sandwich,145.34,12
2024-01-05,Friday,19,Drip Coffee,109.01,9
2024-01-05,Friday,20,Breakfast Sandwich,212.06,18
2024-01-05,Friday,20,Drip Coffee,145.42,12
2024-01-05,Friday,20,Croissant,109.06,9
2024-01-05,Friday,21,Drip Coffee,210.46,18
2024-01-05,Friday,21,Croissant,144.31,12
2024-01-05,Friday,21,Latte,108.24,9
2024-01-05,Friday,22,Croissant,133.76,11
2024-01-05,Friday,22,Latte,91.72,8
2024-01-05,Friday,22,Muffin,68.79,6
2024-01-06,Saturday,8,Brownie,89.7,7
2024-01-06,Saturday,8,Party Pack,65.96,5
2024-01-06,Saturday,8,Specialty Cake,47.49,4
2024-01-06,Saturday,9,Party Pack,89.16,7
2024-01-06,Saturday,9,Specialty Cake,65.56,5
2024-01-06,Saturday,9,Sundae,47.2,4
2024-01-06,Saturday,10,Specialty Cake,89.47,7
2024-01-06,Saturday,10,Sundae,65.78,5
2024-01-06,Saturday,10,Cold Brew,47.37,4
2024-01-06,Saturday,11,Sundae,166.54,14
2024-01-06,Saturday,11,Cold Brew,122.45,10
2024-01-06,Saturday,11,Brownie,88.17,7
2024-01-06,Saturday,12,Cold Brew,169.89,14
2024-01-06,Saturday,12,Brownie,124.92,10
2024-01-06,Saturday,12,Party Pack,89.94,7
2024-01-06,Saturday,13,Brownie,174.14,15
2024-01-06,Saturday,13,Party Pack,128.05,11
2024-01-06,Saturday,13,Specialty Cake,92.19,8
2024-01-06,Saturday,14,Party Pack,178.84,15
2024-01-06,Saturday,14,Specialty Cake,131.5,11
2024-01-06,Saturday,14,Sundae,94.68,8
2024-01-06,Saturday,15,Specialty Cake,146.77,12
2024-01-06,Saturday,15,Sundae,107.92,9
2024-01-06,Saturday,15,Cold Brew,77.7,6
2024-01-06,Saturday,16,Sundae,149.99,12
2024-01-06,Saturday,16,Cold Brew,110.29,9
2024-01-06,Saturday,16,Brownie,79.41,7
2024-01-06,Saturday,17,Cold Brew,152.39,13
2024-01-06,Saturday,17,Brownie,112.05,9
2024-01-06,Saturday,17,Party Pack,80.68,7
2024-01-06,Saturday,18,Brownie,238.24,20
2024-01-06,Saturday,18,Party Pack,175.18,15
2024-01-06,Saturday,18,Specialty Cake,126.13,11
2024-01-06,Saturday,19,Party Pack,238.36,20
2024-01-06,Saturday,19,Specialty Cake,175.26,15
2024-01-06,Saturday,19,Sundae,126.19,11
2024-01-06,Saturday,20,Specialty Cake,236.56,20
2024-01-06,Saturday,20,Sundae,173.94,14
2024-01-06,Saturday,20,Cold Brew,125.24,10
2024-01-06,Saturday,21,Sundae,233.03,19
2024-01-06,Saturday,21,Cold Brew,171.34,14
2024-01-06,Saturday,21,Brownie,123.37,10
2024-01-06,Saturday,22,Cold Brew,147.2,12
2024-01-06,Saturday,22,Brownie,108.24,9
2024-01-06,Saturday,22,Party Pack,77.93,6
2024-01-07,Sunday,8,Party Pack,64.92,5
2024-01-07,Sunday,8,Specialty Cake,47.74,4
2024-01-07,Sunday,8,Sundae,34.37,3
2024-01-07,Sunday,9,Specialty Cake,65.14,5
2024-01-07,Sunday,9,Sundae,47.9,4
2024-01-07,Sunday,9,Cold Brew,34.49,3
2024-01-07,Sunday,10,Sundae,65.97,5
2024-01-07,Sunday,10,Cold Brew,48.5,4
2024-01-07,Sunday,10,Brownie,34.92,3
2024-01-07,Sunday,11,Cold Brew,123.7,10
2024-01-07,Sunday,11,Brownie,90.96,8
2024-01-07,Sunday,11,Party Pack,65.49,5
2024-01-07,Sunday,12,Brownie,126.8,11
2024-01-07,Sunday,12,Party Pack,93.24,8
2024-01-07,Sunday,12,Specialty Cake,67.13,6
2024-01-07,Sunday,13,Party Pack,130.22,11
2024-01-07,Sunday,13,Specialty Cake,95.75,8
2024-01-07,Sunday,13,Sundae,68.94,6
2024-01-07,Sunday,14,Specialty Cake,133.58,11
2024-01-07,Sunday,14,Sundae,98.22,8
2024-01-07,Sunday,14,Cold Brew,70.72,6
2024-01-07,Sunday,15,Sundae,109.21,9
2024-01-07,Sunday,15,Cold Brew,80.31,7
2024-01-07,Sunday,15,Brownie,57.82,5
2024-01-07,Sunday,16,Cold Brew,110.96,9
2024-01-07,Sunday,16,Brownie,81.59,7
2024-01-07,Sunday,16,Party Pack,58.74,5
2024-01-07,Sunday,17,Brownie,111.91,9
2024-01-07,Sunday,17,Party Pack,82.29,7
2024-01-07,Sunday,17,Specialty Cake,59.25,5
2024-01-07,Sunday,18,Party Pack,173.56,14
2024-01-07,Sunday,18,Specialty Cake,127.62,11
2024-01-07,Sunday,18,Sundae,91.88,8
2024-01-07,Sunday,19,Specialty Cake,172.24,14
2024-01-07,Sunday,19,Sundae,126.65,11
2024-01-07,Sunday,19,Cold Brew,91.19,8
2024-01-07,Sunday,20,Sundae,169.67,14
2024-01-07,Sunday,20,Cold Brew,124.76,10
2024-01-07,Sunday,20,Brownie,89.83,7
2024-01-07,Sunday,21,Cold Brew,166.13,14
2024-01-07,Sunday,21,Brownie,122.16,10
2024-01-07,Sunday,21,Party Pack,87.95,7
2024-01-07,Sunday,22,Brownie,104.52,9
2024-01-07,Sunday,22,Party Pack,76.85,6
2024-01-07,Sunday,22,Specialty Cake,55.33,5
2024-01-08,Monday,8,Drip Coffee,53.09,4
2024-01-08,Monday,8,Croissant,36.41,3
2024-01-08,Monday,8,Latte,27.3,2
2024-01-08,Monday,9,Croissant,53.76,4
2024-01-08,Monday,9,Latte,36.87,3
2024-01-08,Monday,9,Muffin,27.65,2
2024-01-08,Monday,10,Latte,54.84,5
2024-01-08,Monday,10,Muffin,37.61,3
2024-01-08,Monday,10,Breakfast Sandwich,28.21,2
2024-01-08,Monday,11,Muffin,103.34,9
2024-01-08,Monday,11,Breakfast Sandwich,70.86,6
2024-01-08,Monday,11,Drip Coffee,53.15,4
2024-01-08,Monday,12,Breakfast Sandwich,106.13,9
2024-01-08,Monday,12,Drip Coffee,72.78,6
2024-01-08,Monday,12,Croissant,54.58,5
2024-01-08,Monday,13,Drip Coffee,108.87,9
2024-01-08,Monday,13,Croissant,74.65,6
2024-01-08,Monday,13,Latte,55.99,5
2024-01-08,Monday,14,Croissant,111.26,9
2024-01-08,Monday,14,Latte,76.29,6
2024-01-08,Monday,14,Muffin,57.22,5
2024-01-08,Monday,15,Latte,90.43,8
2024-01-08,Monday,15,Muffin,62.01,5
2024-01-08,Monday,15,Breakfast Sandwich,46.51,4
2024-01-08,Monday,16,Muffin,91.21,8
2024-01-08,Monday,16,Breakfast Sandwich,62.54,5
2024-01-08,Monday,16,Drip Coffee,46.91,4
2024-01-08,Monday,17,Breakfast Sandwich,91.26,8
2024-01-08,Monday,17,Drip Coffee,62.58,5
2024-01-08,Monday,17,Croissant,46.93,4
2024-01-08,Monday,18,Drip Coffee,140.38,12
2024-01-08,Monday,18,Croissant,96.26,8
2024-01-08,Monday,18,Latte,72.19,6
2024-01-08,Monday,19,Croissant,138.28,12
2024-01-08,Monday,19,Latte,94.82,8
2024-01-08,Monday,19,Muffin,71.12,6
2024-01-08,Monday,20,Latte,135.4,11
2024-01-08,Monday,20,Muffin,92.84,8
2024-01-08,Monday,20,Breakfast Sandwich,69.63,6
2024-01-08,Monday,21,Muffin,132.03,11
2024-01-08,Monday,21,Breakfast Sandwich,90.54,8
2024-01-08,Monday,21,Drip Coffee,67.9,6
2024-01-08,Monday,22,Breakfast Sandwich,82.94,7
2024-01-08,Monday,22,Drip Coffee,56.88,5
2024-01-08,Monday,22,Croissant,42.66,4
2024-01-09,Tuesday,8,Croissant,45.55,4
2024-01-09,Tuesday,8,Latte,31.24,3
2024-01-09,Tuesday,8,Muffin,23.43,2
2024-01-09,Tuesday,9,Latte,46.47,4
2024-01-09,Tuesday,9,Muffin,31.86,3
2024-01-09,Tuesday,9,Breakfast Sandwich,23.9,2
2024-01-09,Tuesday,10,Muffin,47.63,4
2024-01-09,Tuesday,10,Breakfast Sandwich,32.66,3
2024-01-09,Tuesday,10,Drip Coffee,24.5,2
2024-01-09,Tuesday,11,Breakfast Sandwich,89.92,7
2024-01-09,Tuesday,11,Drip Coffee,61.66,5
2024-01-09,Tuesday,11,Croissant,46.25,4
2024-01-09,Tuesday,12,Drip Coffee,92.24,8
2024-01-09,Tuesday,12,Croissant,63.25,5
2024-01-09,Tuesday,12,Latte,47.44,4
2024-01-09,Tuesday,13,Croissant,94.27,8
2024-01-09,Tuesday,13,Latte,64.64,5
2024-01-09,Tuesday,13,Muffin,48.48,4
2024-01-09,Tuesday,14,Latte,95.78,8
2024-01-09,Tuesday,14,Muffin,65.68,5
2024-01-09,Tuesday,14,Breakfast Sandwich,49.26,4
2024-01-09,Tuesday,15,Muffin,77.28,6
2024-01-09,Tuesday,15,Breakfast Sandwich,52.99,4
2024-01-09,Tuesday,15,Drip Coffee,39.74,3
2024-01-09,Tuesday,16,Breakfast Sandwich,77.32,6
2024-01-09,Tuesday,16,Drip Coffee,53.02,4
2024-01-09,Tuesday,16,Croissant,39.77,3
2024-01-09,Tuesday,17,Drip Coffee,76.73,6
2024-01-09,Tuesday,17,Croissant,52.62,4
2024-01-09,Tuesday,17,Latte,39.46,3
2024-01-09,Tuesday,18,Croissant,117.17,10
2024-01-09,Tuesday,18,Latte,80.34,7
2024-01-09,Tuesday,18,Muffin,60.26,5
2024-01-09,Tuesday,19,Latte,114.72,10
2024-01-09,Tuesday,19,Muffin,78.66,7
2024-01-09,Tuesday,19,Breakfast Sandwich,59,5
2024-01-09,Tuesday,20,Muffin,111.87,9
2024-01-09,Tuesday,20,Breakfast Sandwich,76.71,6
2024-01-09,Tuesday,20,Drip Coffee,57.53,5
2024-01-09,Tuesday,21,Breakfast Sandwich,108.93,9
2024-01-09,Tuesday,21,Drip Coffee,74.7,6
2024-01-09,Tuesday,21,Croissant,56.02,5
2024-01-09,Tuesday,22,Drip Coffee,68.53,6
2024-01-09,Tuesday,22,Croissant,46.99,4
2024-01-09,Tuesday,22,Latte,35.24,3
2024-01-10,Wednesday,8,Latte,49.35,4
2024-01-10,Wednesday,8,Muffin,33.84,3
2024-01-10,Wednesday,8,Breakfast Sandwich,25.38,2
2024-01-10,Wednesday,9,Muffin,50.59,4
2024-01-10,Wednesday,9,Breakfast Sandwich,34.69,3
2024-01-10,Wednesday,9,Drip Coffee,26.02,2
2024-01-10,Wednesday,10,Breakfast Sandwich,51.95,4
2024-01-10,Wednesday,10,Drip Coffee,35.62,3
2024-01-10,Wednesday,10,Croissant,26.72,2
2024-01-10,Wednesday,11,Drip Coffee,97.96,8
2024-01-10,Wednesday,11,Croissant,67.17,6
2024-01-10,Wednesday,11,Latte,50.38,4
2024-01-10,Wednesday,12,Croissant,100.11,8
2024-01-10,Wednesday,12,Latte,68.65,6
2024-01-10,Wednesday,12,Muffin,51.49,4
2024-01-10,Wednesday,13,Latte,101.71,8
2024-01-10,Wednesday,13,Muffin,69.75,6
2024-01-10,Wednesday,13,Breakfast Sandwich,52.31,4
2024-01-10,Wednesday,14,Muffin,102.59,9
2024-01-10,Wednesday,14,Breakfast Sandwich,70.35,6
2024-01-10,Wednesday,14,Drip Coffee,52.76,4
2024-01-10,Wednesday,15,Breakfast Sandwich,82.11,7
2024-01-10,Wednesday,15,Drip Coffee,56.31,5
2024-01-10,Wednesday,15,Croissant,42.23,4
2024-01-10,Wednesday,16,Drip Coffee,81.49,7
2024-01-10,Wednesday,16,Croissant,55.88,5
2024-01-10,Wednesday,16,Latte,41.91,3
2024-01-10,Wednesday,17,Croissant,80.28,7
2024-01-10,Wednesday,17,Latte,55.05,5
2024-01-10,Wednesday,17,Muffin,41.28,3
2024-01-10,Wednesday,18,Latte,121.83,10
2024-01-10,Wednesday,18,Muffin,83.54,7
2024-01-10,Wednesday,18,Breakfast Sandwich,62.65,5
2024-01-10,Wednesday,19,Muffin,118.8,10
2024-01-10,Wednesday,19,Breakfast Sandwich,81.46,7
2024-01-10,Wednesday,19,Drip Coffee,61.1,5
2024-01-10,Wednesday,20,Breakfast Sandwich,115.68,10
2024-01-10,Wednesday,20,Drip Coffee,79.32,7
2024-01-10,Wednesday,20,Croissant,59.49,5
2024-01-10,Wednesday,21,Drip Coffee,112.81,9
2024-01-10,Wednesday,21,Croissant,77.35,6
2024-01-10,Wednesday,21,Latte,58.02,5
2024-01-10,Wednesday,22,Croissant,71.29,6
2024-01-10,Wednesday,22,Latte,48.89,4
2024-01-10,Wednesday,22,Muffin,36.66,3
2024-01-11,Thursday,8,Muffin,60.11,5
2024-01-11,Thursday,8,Breakfast Sandwich,41.22,3
2024-01-11,Thursday,8,Drip Coffee,30.91,3
2024-01-11,Thursday,9,Breakfast Sandwich,61.73,5
2024-01-11,Thursday,9,Drip Coffee,42.33,4
2024-01-11,Thursday,9,Croissant,31.75,3
2024-01-11,Thursday,10,Drip Coffee,63.33,5
2024-01-11,Thursday,10,Croissant,43.42,4
2024-01-11,Thursday,10,Latte,32.57,3
2024-01-11,Thursday,11,Croissant,118.96,10
2024-01-11,Thursday,11,Latte,81.57,7
2024-01-11,Thursday,11,Muffin,61.18,5
2024-01-11,Thursday,12,Latte,120.87,10
2024-01-11,Thursday,12,Muffin,82.88,7
2024-01-11,Thursday,12,Breakfast Sandwich,62.16,5
2024-01-11,Thursday,13,Muffin,121.9,10
2024-01-11,Thursday,13,Breakfast Sandwich,83.59,7
2024-01-11,Thursday,13,Drip Coffee,62.69,5
2024-01-11,Thursday,14,Breakfast Sandwich,121.97,10
2024-01-11,Thursday,14,Drip Coffee,83.64,7
2024-01-11,Thursday,14,Croissant,62.73,5
2024-01-11,Thursday,15,Drip Coffee,96.83,8
2024-01-11,Thursday,15,Croissant,66.4,6
2024-01-11,Thursday,15,Latte,49.8,4
2024-01-11,Thursday,16,Croissant,95.39,8
2024-01-11,Thursday,16,Latte,65.41,5
2024-01-11,Thursday,16,Muffin,49.06,4
2024-01-11,Thursday,17,Latte,93.4,8
2024-01-11,Thursday,17,Muffin,64.04,5
2024-01-11,Thursday,17,Breakfast Sandwich,48.03,4
2024-01-11,Thursday,18,Muffin,141.17,12
2024-01-11,Thursday,18,Breakfast Sandwich,96.8,8
2024-01-11,Thursday,18,Drip Coffee,72.6,6
2024-01-11,Thursday,19,Breakfast Sandwich,137.46,11
2024-01-11,Thursday,19,Drip Coffee,94.26,8
2024-01-11,Thursday,19,Croissant,70.69,6
2024-01-11,Thursday,20,Drip Coffee,134.05,11
2024-01-11,Thursday,20,Croissant,91.92,8
2024-01-11,Thursday,20,Latte,68.94,6
2024-01-11,Thursday,21,Croissant,131.31,11
2024-01-11,Thursday,21,Latte,90.04,8
2024-01-11,Thursday,21,Muffin,67.53,6
2024-01-11,Thursday,22,Latte,83.57,7
2024-01-11,Thursday,22,Muffin,57.31,5
2024-01-11,Thursday,22,Breakfast Sandwich,42.98,4
2024-01-12,Friday,8,Breakfast Sandwich,91.26,8
2024-01-12,Friday,8,Drip Coffee,62.58,5
2024-01-12,Friday,8,Croissant,46.93,4
2024-01-12,Friday,9,Drip Coffee,93.61,8
2024-01-12,Friday,9,Croissant,64.19,5
2024-01-12,Friday,9,Latte,48.14,4
2024-01-12,Friday,10,Croissant,95.67,8
2024-01-12,Friday,10,Latte,65.6,5
2024-01-12,Friday,10,Muffin,49.2,4
2024-01-12,Friday,11,Latte,178.67,15
2024-01-12,Friday,11,Muffin,122.52,10
2024-01-12,Friday,11,Breakfast Sandwich,91.89,8
2024-01-12,Friday,12,Muffin,180.21,15
2024-01-12,Friday,12,Breakfast Sandwich,123.57,10
2024-01-12,Friday,12,Drip Coffee,92.68,8
2024-01-12,Friday,13,Breakfast Sandwich,180.3,15
2024-01-12,Friday,13,Drip Coffee,123.63,10
2024-01-12,Friday,13,Croissant,92.73,8
2024-01-12,Friday,14,Drip Coffee,178.93,15
2024-01-12,Friday,14,Croissant,122.7,10
2024-01-12,Friday,14,Latte,92.02,8
2024-01-12,Friday,15,Croissant,141.01,12
2024-01-12,Friday,15,Latte,96.69,8
2024-01-12,Friday,15,Muffin,72.52,6
2024-01-12,Friday,16,Latte,138.07,12
2024-01-12,Friday,16,Muffin,94.68,8
2024-01-12,Friday,16,Breakfast Sandwich,71.01,6
2024-01-12,Friday,17,Muffin,134.64,11
2024-01-12,Friday,17,Breakfast Sandwich,92.32,8
2024-01-12,Friday,17,Drip Coffee,69.24,6
